"","X","text","stance","sentiment","balanced_train","vader_scores","vader_rep"
"3178",3178,"#GOPMisogyny huge part of #Trump campaign. https://t.co/9k6HjMaM1M",1,1,0,0.3182,0.318
"3179",3179,"RT @FeministSpag: Fav  pic  so far 💕 #Ottawa #WomensMarch https://t.co/WoOPmwiaSX",1,1,0,0.8207,0.494
"3180",3180,"RT @Equal_Eagle: I get the #womensmarch today but I don't get why you left your signs all over in the streets be respectful and clean up af…",0,0,1,0.8201,0.82
"3181",3181,"https://t.co/tO2Ti6XLym   Hope you and womensmarch attendees NEVER EVER meet this pervert – ALONE !!! https://t.co/HKoEnjsENf",0,0,1,-0.6792,-0.614
"3182",3182,"RT @jasonporath: And he said no. Buckle up, fellow #WomensMarch goers - don't let agents provocateur derail anything. https://t.co/mpl2boXZ…",1,0,0,-0.296,-0.527
"3183",3183,"RT @Part_ofMoi1D: Waking up to photos of the #WomensMarch all over my feed! Congrats to all the protesters for standing up for what they be…",1,1,0,0.4199,0.42
"3184",3184,"While I love seeing how many people took part, it's sad and gross and a bit scary that it came to this. This is 2017, FFS! 😥😡
#WomensMarch",1,0,0,-0.7103,-0.876
"3185",3185,"@womensmarch ...you are welcome....I was honored",1,1,0,0.5859,0.586
"3186",3186,"I had to mute his azz.... He tried to drag Hillary throughout the entire election. https://t.co/fjcPVyBbO3",1,0,0,-0.2263,-0.226
"3187",3187,"RT @ott_deb: #WomensMarch  Its 2017 &amp; these woman STILL think we're not equal. Some people will always think of themselves as victims. #Vic…",0,0,1,-0.3182,-0.318
"3188",3188,"RT @susanamas: Canada's Prime Minister @JustinTrudeau gives kudos to #WomensMarch protesters... Not something you see everyday. #cdnpoli #o…",1,0,0,0.34,0.34
"3189",3189,"RT @MeganMegaMegMe: So moved by all the photographs of #WomensMarch around the world! INCREDIBLY proud/grateful to @VulvaLaRevolt for reppi…",1,1,0,0,0
"3190",3190,"RT @Haya_GS: Women of the world unite &amp; help your sisters in Saudi theyre enslaved! 
#WomensMarch
#StopEnslavingSaudiWomen
#سعوديات_نطلب_اس…",0,1,1,0,0
"3191",3191,"RT @MarleeMatlin: Power to every single #woman on earth. #WomensMarch https://t.co/3mHCDELCkZ",1,1,0,0,0
"3192",3192,"@MILCK LOVE THIS SONG! Hope it becomes our battle cry! #womensmarch #LoveTrumpsHate #MILCK #anthem #icantkeepquiet https://t.co/QHRvVxHvgu",1,1,0,0.5743,0.574
"3193",3193,"When the march is lit #WomensMarch https://t.co/8oZI4tq7Km",1,1,0,0,0
"3194",3194,"@FoxNews @POTUS this to me looks like a huge waste of time. There are bars out there people with ice cold beers. #WomensMarch",0,0,1,0.25,0.25
"3195",3195,"keep doing this kind of people famous https://t.co/2qt8gzqljq",1,1,0,0,0
"3196",3196,"RT @dukebob888: THE RESISTANCE AGAINST TRUMP GOING PENTAGRAMIC.... OMG ...... https://t.co/cdlYPZJem6",1,0,0,0,0
"3197",3197,"Approaching the Trump Tower #WomensMarch #NewYork https://t.co/SvGvE6u1Xm",1,0,0,0,0
"3198",3198,"RT @brooklynvegan: Check out pics from the @womensmarch on Washington  https://t.co/ckebAmCSz0 https://t.co/xj5v5mkxkB",1,1,0,0,0
"3199",3199,"RT @LGBT_Activist: Thank you Finland! People in Finland protest Trump by marching in the #WomensMarch https://t.co/U59K4tQ8oI #Equality #Eq…",1,1,0,0.2003,0.2
"3200",3200,"RT @Nancy_Nungee: So excited to attend the #indigenouswomenrise circle this Saturday at the @womensmarch in Washington DC! #WomensMarchOnWa…",1,1,1,0.528,0.456
"3201",3201,"RT @KermitandScooby: I'm demanding @womensmarch change thisI'll not support sexist exclusion by either the right or the left@JoyAnnReid @VA…",0,0,1,-0.3116,-0.312
"3202",3202,"Men complaining about #WomensMarch need to get a fucking grip.",1,0,0,-0.2023,-0.202
"3203",3203,"@donlemon Don't forget St. Paul!  We were 100K strong!  #WomensMarch",1,1,0,0.6757,0.676
"3204",3204,"My dad showing his creative side... https://t.co/MVv0fEoE11",1,1,0,0.4404,0.44
"3205",3205,"RT @JSlowakiewicz: Truly amazing and inspiring that so many people showed up so bigly!  #WomensMarch https://t.co/B2dbRNPdYd",1,1,0,0.8687,0.869
"3206",3206,"TRIBE supports #WomensMarch https://t.co/232YmRGW3d",1,1,0,0.3612,0.361
"3207",3207,"RT @paul1kirby: Maps of the  #WomensMarch locations across US &amp; around the world. Photo of Antarctica march. And the best poster https://t.…",1,1,0,0.6369,0.637
"3208",3208,"@oliviamuenter #WomensMarch 
#MargueriteDuras by my late father.
https://t.co/VgDyyuYRri https://t.co/FngUnv326I",1,1,0,0,0
"3209",3209,"Those are the sons, grandsons, brothers &amp; possibly fathers of women. With all of the hate we see remember there's good out there. https://t.co/8OfvI5BMzI",1,1,0,-0.2023,-0.202
"3210",3210,"RT @LotteLeicht1: #WomensMarch

Yesterday, millions of people gathered across the world, to stand together for human rights for all.

It's…",1,1,0,0,0
"3211",3211,"People are now saying 8,000+ people participated in #MarchOnMain in Park City. #WomensMarch",1,1,1,0,0
"3212",3212,"So proud my city https://t.co/UoBUg2V1HN",1,1,1,0.5256,0.526
"3213",3213,"Go marchers. Be proud. Stay vigilant. https://t.co/9xCX27lt2j",1,1,0,0.5859,0.586
"3214",3214,"@tombellino @MoSayed2 @realleman @AlexLFisher @raymondbraun @womensmarch The state of California has passed legislation",1,1,0,0,0
"3215",3215,"The Inauguration of Trump: Pie Reacts. https://t.co/QT5jcm2dHN @MaryEMcGlynn @blumspew #WomensMarch love this guy",1,1,0,0.6369,0.637
"3216",3216,"RT @LWV: A guide to inauguration &amp; @womensmarch events and where to eat in DC @eatyourpizza @DenizensBrewing supporting @LWV 
https://t.co/…",1,1,0,0.4404,0.44
"3217",3217,"holy shit. https://t.co/fEi7cIjdpI",1,1,1,-0.5574,-0.557
"3218",3218,"Go, Rhode Island!

#womensmarch https://t.co/Kae3G6r3o2",1,1,0,0,0
"3219",3219,"#WomensMarch @SenDuckworth Tammy Duckworth https://t.co/5Gs2goom8m",1,1,0,0,0
"3220",3220,"@FFL_of_America is religious extremism hiding behind a veil of female empowerment #WomensMarch",0,0,1,-0.296,-0.296
"3221",3221,"So proud that so many women and men came together today to stand up for something bigger and more important than all of us. #WomensMarch",1,1,0,0.669,0.669
"3222",3222,".@suntrine1 on #Periscope: #WomensMarch Washington D.C. View from above WOW https://t.co/EotZkqHefK",1,1,0,0.6739,0.674
"3223",3223,"RT @ResistanceParty: #TheResistance Stands Together!! Across the US &amp; the World, we will fight against those who seek to destroy liberal de…",1,0,0,-0.7707,-0.771
"3224",3224,"RT @blackmetalpics: ONIELAR
Darkened Nocturn Slaughtercult
All women deserve respect #WomensMarch #BlackMetal https://t.co/gxbLaDTGNP",1,0,0,0.4767,0.477
"3225",3225,"RT @GerresDPM: Ready for the #WomensMarch with @RepRaskin! #ILookLikeASurgeon https://t.co/w0rq7DfdBX",1,1,0,0.4199,0.42
"3226",3226,"Crying. I love this https://t.co/XZMxTeakTX",1,1,0,0.2732,0.273
"3227",3227,"Unfortunately @realDonaldTrump you can be pitiful or you can be powerful, but you can't be both at the same time ~Meyers #WomensMarch",1,0,0,-0.2263,-0.226
"3228",3228,"RT @BonzerWolf: She lives in 🇬🇧 most of the time. She is free to renounce her 🇺🇸 citizenship https://t.co/dkHNFWrSqm",0,0,1,0.5106,0.511
"3229",3229,"..And now the #Mississippi Theme song Who let the Dogs out.. in #Wlox  #goldenshowers 
#Indivisible #WomensMarch https://t.co/bqjVZsVHZY",1,0,0,0,0
"3230",3230,"The modern day equivalent to Jews holding up posters advocating for newly formed Socialist party in 1933 Germany. Think it through Ladies. https://t.co/RE6vAJDbaD",0,0,1,0.4019,0.402
"3231",3231,"RT @antonnewcombe: Thanks Ladies #WomensMarch 💪🚶🏼‍♀️🚶🏼‍♀️🚶🏼‍♀️🚶🏼‍♀️🚶🏿‍♀️🚶🏿‍♀️🚶🏽‍♀️🚶🏻‍♀️🚶🏻‍♀️🚶🏻‍♀️💕❤️ https://t.co/XhvwOQOX7k https://t.co/b…",1,1,0,0.802,0.44
"3232",3232,"RT @jaunte: It's more of a ""bankers and white supremacist thugs"" movement. https://t.co/DJf9dIHN5B",1,0,0,0.128,0.128
"3233",3233,"Women around the world. #Liverpool #WomensMarch #Trump @gingerliu #GLIUPHOTO #flickr https://t.co/HJk9c4cfEN",1,1,0,0,0
"3234",3234,"Not marching today for various reasons but fully supporting those who are. Be active where you can and VOTE IN THE PRIMARIES! #WomensMarch",1,1,0,0.8455,0.845
"3235",3235,"Coastal elites, eh? Here’s a #WomensMarch of 5,000 people in Birmingham, Alabama. https://t.co/mqGBeBafkn",1,0,0,0,0
"3236",3236,"#gratitude #nastywomen #WomensMarch so grateful to be alive to witness this unprecedented, worldwide demand for human rights!!❤❤❤",1,1,0,0.9734,0.851
"3237",3237,"I spent the day at #WomensMarch in #oakland. One of the best and most inspiring days of my life.… https://t.co/YfXBJKvxu1",1,1,0,0.807,0.807
"3238",3238,"Hey Congress! Read this and think about today ! #lovearmy #WomensMarch #onnotice https://t.co/y1QmD1rcyT",1,1,0,0,0
"3239",3239,"RT @HucksterDucker: US papers could use some serious help with their counting skills. ""Hundreds of thousands?"" ""Over a million"" while factu…",1,1,0,0.34,0.34
"3240",3240,"I respect your decision of who to let handle you, doctor you, love you. I choose to let you be the whole you,the God you. #WomensMarch https://t.co/ePEzWwbyC8",1,1,1,0.8555,0.856
"3241",3241,"RT @emilylhauser: ""If you thought I was nasty before, buckle up buttercup."" #SeenAtTheMarch #WomensMarch #Resist",1,1,0,-0.5574,-0.557
"3242",3242,"RT @jamillahjames: SOLIDARITY with all marching today ✊🏾✊🏼✊🏻✊🏿✊️#WomensMarch #WomensMarchOnWashington",1,1,0,0.4466,0.447
"3243",3243,"Steven Universe - ""Giant Woman"" Song appropriate(?) for yesterdays awesome #WomensMarch  https://t.co/UxEA25iyK2",1,1,0,0.6249,0.625
"3244",3244,"RT @marymauldin: Leader of #WomensMarch is Islamist &amp; powerful sharia proponent. Hamas, CAIR operative. https://t.co/HPjT9z9Glw",0,1,1,0.4215,0.421
"3245",3245,"RT @PatranyaKIRO7: Thousands already gathered at Judkins Park for #womensmarch Seattle.@KIRO7Seattle will be along route and talk to those…",1,1,0,0,0
"3246",3246,"It's a little weird/telling that we're debating crowd size in the first hours of the Trump administration. #WomensMarch https://t.co/J5FCP1rjAC",1,0,0,0,0
"3247",3247,"""Never doubt that we're valuable, powerful and deserving"" #girlspower #womensmarch #womensrightsarehumanrights #begreat  #FelizLunes 🌞🍀 https://t.co/U4z3oLXUOi",1,1,0,0.7912,0.791
"3248",3248,"RT @tomsin83: #WomensMarch proves most people don't like the idea of #PresidentTrump Just like the election did. 
#WomensMarchOnWashington…",1,0,0,0.0326,0.05
"3249",3249,"#WomensMarch will be a peaceful protest. Any attempt to make people think otherwise is foolish and will be found out. @GOP @realDonaldTrump https://t.co/rsO4aYCl0n",1,1,0,0.0258,0.026
"3250",3250,"OK, ""not very bright"" from my previous Tweet was a major understatement.  #WomensMarch #NoMandate #AFewOarsShortofaCrew https://t.co/I9gGeBvVGh",1,0,1,-0.3865,0.131
"3251",3251,"RT @PhoebeLondon: You can't comb over misogyny. #LoveTrumpsHate #WomensMarch #WomensMarchparis https://t.co/UyeWEZCanZ",1,1,0,0,0
"3252",3252,"@JuddApatow We knew already we just wished really hard to be wrong. #WomensMarch #ImpeachmentSoon",1,0,1,-0.5849,-0.585
"3253",3253,"RT @laurenjsinner: ""Sorry Mr. Trump we don't fuck with you "" by Lauren Jauregui 
What a legend
#WomensMarch 
 https://t.co/qyhSGkDHXl",1,0,0,0.3716,0.372
"3254",3254,"RT @peterdaou: Maxine Waters sends a pointed message to Trump: ""You're not going to take the country down the path you think you're going t…",1,1,0,0,0
"3255",3255,"Kambree Kawahine Koa @KamVTV  1h1 hour ago
More
 In honor of #WomensMarch 👌🏽
This pussy is a #WomanForTrump... https://t.co/4b3Efs49pF",1,1,0,0.8628,0.539
"3256",3256,"RT @plainy: This is Texas. #WomensMarch #austin #texas @JohnCornyn @tedcruz https://t.co/BZX9IPFoSB",1,1,0,0,0
"3257",3257,"@HillaryClinton When you support the Muslim sharia law, you are a supporter of this type of behavior. don't let them fool you. #womensmarch https://t.co/512a7EcrMl",0,0,1,0.7356,0.736
"3258",3258,"@DemiHughes @Jillzarin @POTUS @womensmarch @DorindaMedley Well the signs and post on social media state something different.  I am a women and believe  in power for the women but not hypocrisy.",0,1,1,0.1406,0.141
"3259",3259,"@jtl2000 Did you walk in the #fake #womensmarch with a vagina on your head? 😂😂😂😂😂😂😂😂😂",0,0,1,0.9682,-0.477
"3260",3260,"""I'm gonna go to #traderjoes while all the women are marching."" - @DAVEKUSH #womensmarch",0,1,1,0,0
"3261",3261,"PREACHHHHH ASHLEY👏🏽👏🏽👏🏽👏🏽 DAMN NEAR CAUGHT THE HOLY GHOST WATCHING THIS https://t.co/sSlY282L6G",1,0,0,-0.7555,-0.755
"3262",3262,"RT @LatinoVoices: 37 stunning photos from women's marches around the world #WomensMarch https://t.co/jiJ5DdsLKC",1,1,0,0.3818,0.382
"3263",3263,"Activists are planning new anti-Trump marches and rallies on April 15 https://t.co/qsR6yZdM5p #WomensMarch #EqualityforAll #EqualRights",1,0,0,0,0
"3264",3264,"Peep The 992's, Though. https://t.co/WTxLfVq7JZ",1,1,1,0,0
"3265",3265,"My flight! #WomensMarch https://t.co/JAVCtQ02Mo",1,1,0,0,0
"3266",3266,"#WomensMarch

From my hometown, Chattanooga, Tennessee USA: https://t.co/DK6u85emHS",1,1,0,0,0
"3267",3267,"Whose ready for another #WomensMarch ? https://t.co/IR4qSuwhQ6",1,1,0,0.3612,0.361
"3268",3268,"My theme for 2017: ""Don't you know your queen?"" #myfirstTweet #WomensMarch",1,1,0,0,0
"3269",3269,"RT @BassthebeastNYC: Check out Heavenly Assassin (Prod  By Jamel at https://t.co/LyJ4ZpiHkw) (HQ) https://t.co/wri9AqNMLj #WomensMarch #Wom…",1,0,0,0.6124,0.612
"3270",3270,"For a lot of people, yesterday's dreary weather might have symbolized dread while today's nice weather could symbolize hope. #WomensMarch",1,1,0,0.0772,0.077
"3271",3271,"RT @nathaniel_grime: Then why aren't pro-life women invited to March? https://t.co/QDkIEk9mbS",0,0,1,0,0
"3272",3272,"RT @myvintagevogue: These boots were made for marching #womensmarch #DTLA @womensmarch",1,1,0,0,0
"3273",3273,"RT @BBCNews: #WomensMarch: UK protesters join anti-Donald Trump demonstrations 

https://t.co/pD1HwEZf5k https://t.co/6Jjg44APLU",1,0,0,0.0772,0.077
"3274",3274,"RT Suzi3D: Signs I'd expect to see at womensmarch: ""Women of Iraq Are Our Sisters"" ""Women Of Libya Are Our Sisters"" ""Women Of Syria Are Our…",0,1,1,0,0
"3275",3275,"""Respect my existence"" https://t.co/yHWnHyX7Fu",1,1,1,0.4767,0.477
"3276",3276,"Why don't you also be a lady and MYOFB.

🙄🍵 https://t.co/eDhUVf0Q4X",0,0,1,0,0
"3277",3277,"Why I love living in DC! https://t.co/Po3bgvJhtU",1,1,1,0.6696,0.67
"3278",3278,"RT @VanierCycles: There will be many pics of the #WomensMarch from Laurier near Bronson. Looking down the street from the hill, can't see t…",1,1,0,0,0
"3279",3279,"RT @Brown_Saraah: My favorite signs out of the ones I've seen so far:  #WomensMarch https://t.co/QYicfKpkgq",1,1,0,0.4588,0.459
"3280",3280,"#Trump chooses a Pro Settlement funder🙈to possibly broker peace between Israel&amp; #Palestine ● #WomensMarch #Gma #Nyc https://t.co/IZ3Hw0CyPP",1,1,0,0.5423,0.542
"3281",3281,"37 stunning photos from women's marches around the world #WomensMarch #solidarity #icantkeepquiet",1,1,0,0.5859,0.586
"3282",3282,"The line getting into Greenbelt Metro for the #WomensMarch in DC . There's a larger line converging with this one. This is beautiful. https://t.co/fDZtPZdwaJ",1,1,0,0.5994,0.599
"3283",3283,"RT @mmbehm: The @womensmarch is trying to get a more accurate headcount. If you were there, text COUNT ME to 89800 and spread the word!!",1,1,0,0,0
"3284",3284,"This one is for my @creativemorning friends from the USA. Booooom Not This Pussy! #WomensMarch
#WomensMarchAMS https://t.co/Ar4tAnnZsX",1,1,1,0.5255,0.525
"3285",3285,"@repjohnlewis #WomensMarch John,keep up the good work of uncovering DJT conflicts. Need something to surface fast or else protestors give up",1,1,0,0.0772,0.077
"3286",3286,"@realdeancain Here is your answer.
Decriminalised pimping achieves pimp's rights - not women's rights. @WomensMarchIRE @womensmarch https://t.co/UGguxxkKoP",1,0,0,0,0
"3287",3287,"RT @LibDemDiversity: Marriot Hotel, Grosevnor Square 11.45 meeting point for #WomensMarch tomorrow. @sarahjolney1 &amp; @joswinson will be in a…",1,1,0,0,0
"3288",3288,"I've been in such a rough place since Nov 9th for so many reasons, yesterday was so powerful, empowering, &amp; needed. Thank you #womensmarch",1,1,0,0.7283,0.68
"3289",3289,"I need this! https://t.co/d34178fr75",1,1,0,0,0
"3290",3290,"RT @JSavoly: Nina Turner Calls B.S. On Jake Tapper For Backing Trump's Claim Protesters Didn't Vote #WomensMarch #NotMyPresident  https://t…",1,0,0,-0.2023,-0.202
"3291",3291,"RT @Alice3Albuquerq: The Supergirl https://t.co/RqAyOvl7pN",1,1,0,0,0
"3292",3292,"More #WomensMarch covers https://t.co/MvErfhOnK2",1,1,0,0,0
"3293",3293,"We shall overcomb. #womensmarch #womensmarchindy #twitter https://t.co/uskDYA7X7F https://t.co/wtBFwYQdRv",1,1,0,0,0
"3294",3294,"RT @OIAMKim: Facts Matter 🇺🇸

#BosWomensMarch 
#WomensMarch https://t.co/VrMoOiIIkT",1,1,0,0.0258,0.026
"3295",3295,"RT @seanfromenderby: #Inauguration in 53 seconds... #Trump #PresidentTrump #WomensMarch https://t.co/R56voTeWnV",1,1,0,0,0
"3296",3296,"@msjillslay11 Your tribe. ❤️❤️ https://t.co/gJwxt5yE5m",1,1,0,0,0
"3297",3297,"not gonna lie, I sing the fuck out of some @TobyKeithMusic  and I'm going to @womensmarch #diversity #takesallkinds #freedom",1,0,0,0.1779,0.178
"3298",3298,"We. Are. The. Popular. Vote! ✊ #womensmarch @ 14th Street (Washington, D.C.) https://t.co/JEWy9kfSwT",1,1,0,0.4753,0.475
"3299",3299,"Jamaica represented in yesterday's #WomensMarch at the National Mall in Washington DC. 

 https://t.co/qrhxTBfgae",1,1,1,0,0
"3300",3300,"RT @jeanniology: Those dumb ass men at the #WomensMarch wearing those stupid pink hats really need a good dose of General Mad Dog Mattis #t…",0,0,1,-0.8817,-0.882
